date,category,subcategory,country,unit,value,mean_production,pct_zero
2008-01-01,CRUDEOIL,Refinery Intake,Norway,KBD,297.6671,1982.4869892592571,0
2008-01-01,CRUDEOIL,Refinery Intake,Oman,KBD,175.4471,427.4122914814816,0.5148148148148148
2008-01-01,CRUDEOIL,Refinery Intake,Peru,KBD,163.0645,77.72872962962965,0.022222222222222223
2008-01-01,CRUDEOIL,Refinery Intake,Qatar,KBD,139,537.6407407407407,0.24444444444444444
2008-01-01,CRUDEOIL,Refinery Intake,Romania,KBD,270.4221,78.7687892193308,0.05204460966542751
2008-01-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,4722.7194,9229.07361148148,0.05555555555555555
2008-01-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1677,9310.866666666667,0
2008-01-01,CRUDEOIL,Refinery Intake,Thailand,KBD,993.9962,204.90988185185188,0.003703703703703704
2008-01-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,148.7742,69.85351150793649,0.27380952380952384
2008-01-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2008-01-01,CRUDEOIL,Refinery Intake,Turkey,KBD,539.6323,51.79021000000004,0
2008-01-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,180,2022.7777777777778,0.24444444444444444
2008-01-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1483.4342,1153.0868562962964,0
2008-01-01,CRUDEOIL,Refinery Intake,United States of America,KBD,14804.2258,8064.267922962964,0
2008-01-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,996,2237.5148148148146,0
2008-01-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2008-01-01,CRUDEOIL,Refinery Intake,Yemen,KBD,83.5742,124.34576777777771,0.6555555555555556
2008-02-01,CRUDEOIL,Refinery Intake,Algeria,KBD,488,1105.1333333333334,0.025925925925925925
2008-02-01,CRUDEOIL,Refinery Intake,Angola,KBD,35,1368.6431974074076,0.06666666666666667
2008-02-01,CRUDEOIL,Refinery Intake,Argentina,KBD,571.1379,517.8350420634922,0.11507936507936507
2008-02-01,CRUDEOIL,Refinery Intake,Australia,KBD,525.9593,382.3284140740741,0
2008-02-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,156.2948,674.9994837037043,0.003703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2008-02-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,48.7241,32.78750476190476,0.2976190476190476
2008-02-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1831.2759,2176.120018650794,0
2008-02-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,10.6274,141.84592074074067,0
2008-02-01,CRUDEOIL,Refinery Intake,Canada,KBD,1540.1007,2742.848378518519,0
2008-02-01,CRUDEOIL,Refinery Intake,China,KBD,6931.7876,3885.5735511111097,0.003703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Colombia,KBD,323.5862,510.38967817460315,0.30158730158730157
2008-02-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2008-02-01,CRUDEOIL,Refinery Intake,Denmark,KBD,165.5548,206.5252251851851,0
2008-02-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,146,405.30069888888886,0.2
2008-02-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,541.9966,640.8046481481479,0
2008-02-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2008-02-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2008-02-01,CRUDEOIL,Refinery Intake,Germany,KBD,2204.2786,50.989772222222214,0
2008-02-01,CRUDEOIL,Refinery Intake,India,KBD,3248.8993,693.343351851852,0
2008-02-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,856,778.3844166666664,0.05925925925925926
2008-02-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1660,2631.8074074074075,0.2851851851851852
2008-02-01,CRUDEOIL,Refinery Intake,Iraq,KBD,392,2649.4814814814813,0.23703703703703705
2008-02-01,CRUDEOIL,Refinery Intake,Italy,KBD,1778.0745,93.82086444444445,0
2008-02-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2008-02-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,914,2551.574074074074,0.007407407407407408
2008-02-01,CRUDEOIL,Refinery Intake,Libya,KBD,329,748.3518518518518,0.4703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,448.9832,620.0096488888886,0.007407407407407408
2008-02-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1180.4069,2463.849507407407,0.003703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1013.1731,23.969244444444463,0
2008-02-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,103.6772,31.00972703703705,0.003703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,113,1964.2296296296297,0.022222222222222223
2008-02-01,CRUDEOIL,Refinery Intake,Norway,KBD,303.7324,1982.4869892592571,0
2008-02-01,CRUDEOIL,Refinery Intake,Oman,KBD,231.5269,427.4122914814816,0.5148148148148148
2008-02-01,CRUDEOIL,Refinery Intake,Peru,KBD,161.7931,77.72872962962965,0.022222222222222223
2008-02-01,CRUDEOIL,Refinery Intake,Qatar,KBD,134,537.6407407407407,0.24444444444444444
2008-02-01,CRUDEOIL,Refinery Intake,Romania,KBD,258.2755,78.7687892193308,0.05204460966542751
2008-02-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,4870.1793,9229.07361148148,0.05555555555555555
2008-02-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1861,9310.866666666667,0
2008-02-01,CRUDEOIL,Refinery Intake,Thailand,KBD,1064.6719,204.90988185185188,0.003703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,150.2759,69.85351150793649,0.27380952380952384
2008-02-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2008-02-01,CRUDEOIL,Refinery Intake,Turkey,KBD,426.0466,51.79021000000004,0
2008-02-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,75,2022.7777777777778,0.24444444444444444
2008-02-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1395.42,1153.0868562962964,0
2008-02-01,CRUDEOIL,Refinery Intake,United States of America,KBD,14625.1724,8064.267922962964,0
2008-02-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,986,2237.5148148148146,0
2008-02-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2008-02-01,CRUDEOIL,Refinery Intake,Yemen,KBD,88.8124,124.34576777777771,0.6555555555555556
2008-03-01,CRUDEOIL,Refinery Intake,Algeria,KBD,351,1105.1333333333334,0.025925925925925925
2008-03-01,CRUDEOIL,Refinery Intake,Angola,KBD,35,1368.6431974074076,0.06666666666666667
2008-03-01,CRUDEOIL,Refinery Intake,Argentina,KBD,560.5806,517.8350420634922,0.11507936507936507
2008-03-01,CRUDEOIL,Refinery Intake,Australia,KBD,566.1571,382.3284140740741,0
2008-03-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,156.4342,674.9994837037043,0.003703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2008-03-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,44.1613,32.78750476190476,0.2976190476190476
2008-03-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1628.5806,2176.120018650794,0
2008-03-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,10.1452,141.84592074074067,0
2008-03-01,CRUDEOIL,Refinery Intake,Canada,KBD,1402.0774,2742.848378518519,0
2008-03-01,CRUDEOIL,Refinery Intake,China,KBD,7407.84,3885.5735511111097,0.003703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Colombia,KBD,276.1935,510.38967817460315,0.30158730158730157
2008-03-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2008-03-01,CRUDEOIL,Refinery Intake,Denmark,KBD,137.2361,206.5252251851851,0
2008-03-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,158,405.30069888888886,0.2
2008-03-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,551.9942,640.8046481481479,0
2008-03-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2008-03-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2008-03-01,CRUDEOIL,Refinery Intake,Germany,KBD,2349.4439,50.989772222222214,0
2008-03-01,CRUDEOIL,Refinery Intake,India,KBD,3218.5503,693.343351851852,0
2008-03-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,836,778.3844166666664,0.05925925925925926
2008-03-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1680,2631.8074074074075,0.2851851851851852
2008-03-01,CRUDEOIL,Refinery Intake,Iraq,KBD,398,2649.4814814814813,0.23703703703703705
2008-03-01,CRUDEOIL,Refinery Intake,Italy,KBD,1813.1716,93.82086444444445,0
2008-03-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2008-03-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,813,2551.574074074074,0.007407407407407408
2008-03-01,CRUDEOIL,Refinery Intake,Libya,KBD,322,748.3518518518518,0.4703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,553.329,620.0096488888886,0.007407407407407408
2008-03-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1235.5742,2463.849507407407,0.003703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1025.9426,23.969244444444463,0
2008-03-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,103.4213,31.00972703703705,0.003703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,143,1964.2296296296297,0.022222222222222223
2008-03-01,CRUDEOIL,Refinery Intake,Norway,KBD,315.3048,1982.4869892592571,0
2008-03-01,CRUDEOIL,Refinery Intake,Oman,KBD,233.3777,427.4122914814816,0.5148148148148148
2008-03-01,CRUDEOIL,Refinery Intake,Peru,KBD,160.1935,77.72872962962965,0.022222222222222223
2008-03-01,CRUDEOIL,Refinery Intake,Qatar,KBD,135,537.6407407407407,0.24444444444444444
2008-03-01,CRUDEOIL,Refinery Intake,Romania,KBD,264.3697,78.7687892193308,0.05204460966542751
2008-03-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,4841.3806,9229.07361148148,0.05555555555555555
2008-03-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1855,9310.866666666667,0
2008-03-01,CRUDEOIL,Refinery Intake,Thailand,KBD,993.9962,204.90988185185188,0.003703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,172,69.85351150793649,0.27380952380952384
2008-03-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2008-03-01,CRUDEOIL,Refinery Intake,Turkey,KBD,450.721,51.79021000000004,0
2008-03-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,240,2022.7777777777778,0.24444444444444444
2008-03-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1508,1153.0868562962964,0
2008-03-01,CRUDEOIL,Refinery Intake,United States of America,KBD,14364.1613,8064.267922962964,0
2008-03-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,1079,2237.5148148148146,0
2008-03-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2008-03-01,CRUDEOIL,Refinery Intake,Yemen,KBD,44.491,124.34576777777771,0.6555555555555556
2008-04-01,CRUDEOIL,Refinery Intake,Algeria,KBD,312,1105.1333333333334,0.025925925925925925
2008-04-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2008-04-01,CRUDEOIL,Refinery Intake,Argentina,KBD,584,517.8350420634922,0.11507936507936507
2008-04-01,CRUDEOIL,Refinery Intake,Australia,KBD,573.0843,382.3284140740741,0
2008-04-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,134.871,674.9994837037043,0.003703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2008-04-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,49.6,32.78750476190476,0.2976190476190476
2008-04-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1773.1667,2176.120018650794,0
2008-04-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,10.4834,141.84592074074067,0
2008-04-01,CRUDEOIL,Refinery Intake,Canada,KBD,1425.7093,2742.848378518519,0
2008-04-01,CRUDEOIL,Refinery Intake,China,KBD,6626.552,3885.5735511111097,0.003703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Colombia,KBD,309.3,510.38967817460315,0.30158730158730157
2008-04-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2008-04-01,CRUDEOIL,Refinery Intake,Denmark,KBD,119.5903,206.5252251851851,0
2008-04-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,150,405.30069888888886,0.2
2008-04-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,567.248,640.8046481481479,0
2008-04-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2008-04-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2008-04-01,CRUDEOIL,Refinery Intake,Germany,KBD,2194.8813,50.989772222222214,0
2008-04-01,CRUDEOIL,Refinery Intake,India,KBD,3206.4413,693.343351851852,0
2008-04-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,929,778.3844166666664,0.05925925925925926
2008-04-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1647,2631.8074074074075,0.2851851851851852
2008-04-01,CRUDEOIL,Refinery Intake,Iraq,KBD,395,2649.4814814814813,0.23703703703703705
2008-04-01,CRUDEOIL,Refinery Intake,Italy,KBD,1699.9147,93.82086444444445,0
2008-04-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2008-04-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,845,2551.574074074074,0.007407407407407408
2008-04-01,CRUDEOIL,Refinery Intake,Libya,KBD,137,748.3518518518518,0.4703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,604.0261,620.0096488888886,0.007407407407407408
2008-04-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1261.42,2463.849507407407,0.003703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1046.4393,23.969244444444463,0
2008-04-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,104.0563,31.00972703703705,0.003703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,146,1964.2296296296297,0.022222222222222223
2008-04-01,CRUDEOIL,Refinery Intake,Norway,KBD,270.6387,1982.4869892592571,0
2008-04-01,CRUDEOIL,Refinery Intake,Oman,KBD,193.7563,427.4122914814816,0.5148148148148148
2008-04-01,CRUDEOIL,Refinery Intake,Peru,KBD,146.2667,77.72872962962965,0.022222222222222223
2008-04-01,CRUDEOIL,Refinery Intake,Qatar,KBD,135,537.6407407407407,0.24444444444444444
2008-04-01,CRUDEOIL,Refinery Intake,Romania,KBD,275.6837,78.7687892193308,0.05204460966542751
2008-04-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,4438.7233,9229.07361148148,0.05555555555555555
2008-04-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1656,9310.866666666667,0
2008-04-01,CRUDEOIL,Refinery Intake,Thailand,KBD,1029.1829,204.90988185185188,0.003703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,144.7,69.85351150793649,0.27380952380952384
2008-04-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2008-04-01,CRUDEOIL,Refinery Intake,Turkey,KBD,524.79,51.79021000000004,0
2008-04-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,225,2022.7777777777778,0.24444444444444444
2008-04-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1593.4533,1153.0868562962964,0
2008-04-01,CRUDEOIL,Refinery Intake,United States of America,KBD,14798.8667,8064.267922962964,0
2008-04-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,1007,2237.5148148148146,0
2008-04-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2008-04-01,CRUDEOIL,Refinery Intake,Yemen,KBD,61.976,124.34576777777771,0.6555555555555556
2008-05-01,CRUDEOIL,Refinery Intake,Algeria,KBD,542,1105.1333333333334,0.025925925925925925
2008-05-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2008-05-01,CRUDEOIL,Refinery Intake,Argentina,KBD,599.1613,517.8350420634922,0.11507936507936507
2008-05-01,CRUDEOIL,Refinery Intake,Australia,KBD,532.2329,382.3284140740741,0
2008-05-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,136.9394,674.9994837037043,0.003703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2008-05-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,49.9677,32.78750476190476,0.2976190476190476
2008-05-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1835.0645,2176.120018650794,0
2008-05-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,10.1452,141.84592074074067,0
2008-05-01,CRUDEOIL,Refinery Intake,Canada,KBD,1441.2052,2742.848378518519,0
2008-05-01,CRUDEOIL,Refinery Intake,China,KBD,7022.0052,3885.5735511111097,0.003703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Colombia,KBD,321.9677,510.38967817460315,0.30158730158730157
2008-05-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2008-05-01,CRUDEOIL,Refinery Intake,Denmark,KBD,168.6458,206.5252251851851,0
2008-05-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,158,405.30069888888886,0.2
2008-05-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,528.1065,640.8046481481479,0
2008-05-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2008-05-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2008-05-01,CRUDEOIL,Refinery Intake,Germany,KBD,2084.7484,50.989772222222214,0
2008-05-01,CRUDEOIL,Refinery Intake,India,KBD,3172.4284,693.343351851852,0
2008-05-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,784,778.3844166666664,0.05925925925925926
2008-05-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1680,2631.8074074074075,0.2851851851851852
2008-05-01,CRUDEOIL,Refinery Intake,Iraq,KBD,396,2649.4814814814813,0.23703703703703705
2008-05-01,CRUDEOIL,Refinery Intake,Italy,KBD,1634.3948,93.82086444444445,0
2008-05-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2008-05-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,921,2551.574074074074,0.007407407407407408
2008-05-01,CRUDEOIL,Refinery Intake,Libya,KBD,290,748.3518518518518,0.4703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,398.6847,620.0096488888886,0.007407407407407408
2008-05-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1280.1097,2463.849507407407,0.003703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1095.791,23.969244444444463,0
2008-05-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,101.6894,31.00972703703705,0.003703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,105,1964.2296296296297,0.022222222222222223
2008-05-01,CRUDEOIL,Refinery Intake,Norway,KBD,289.2106,1982.4869892592571,0
2008-05-01,CRUDEOIL,Refinery Intake,Oman,KBD,190.3435,427.4122914814816,0.5148148148148148
2008-05-01,CRUDEOIL,Refinery Intake,Peru,KBD,166.0968,77.72872962962965,0.022222222222222223
2008-05-01,CRUDEOIL,Refinery Intake,Qatar,KBD,145,537.6407407407407,0.24444444444444444
2008-05-01,CRUDEOIL,Refinery Intake,Romania,KBD,267.2748,78.7687892193308,0.05204460966542751
2008-05-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,4413.6,9229.07361148148,0.05555555555555555
2008-05-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1766,9310.866666666667,0
2008-05-01,CRUDEOIL,Refinery Intake,Thailand,KBD,1009.4299,204.90988185185188,0.003703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,143.0968,69.85351150793649,0.27380952380952384
2008-05-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2008-05-01,CRUDEOIL,Refinery Intake,Turkey,KBD,538.6839,51.79021000000004,0
2008-05-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,226,2022.7777777777778,0.24444444444444444
2008-05-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1559.8071,1153.0868562962964,0
2008-05-01,CRUDEOIL,Refinery Intake,United States of America,KBD,15263.0645,8064.267922962964,0
2008-05-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,989,2237.5148148148146,0
2008-05-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2008-05-01,CRUDEOIL,Refinery Intake,Yemen,KBD,43.0161,124.34576777777771,0.6555555555555556
2008-06-01,CRUDEOIL,Refinery Intake,Algeria,KBD,518,1105.1333333333334,0.025925925925925925
2008-06-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2008-06-01,CRUDEOIL,Refinery Intake,Argentina,KBD,565.6667,517.8350420634922,0.11507936507936507
2008-06-01,CRUDEOIL,Refinery Intake,Australia,KBD,543.4823,382.3284140740741,0
2008-06-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,136.345,674.9994837037043,0.003703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2008-06-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,47.4667,32.78750476190476,0.2976190476190476
2008-06-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1861.0667,2176.120018650794,0
2008-06-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,9.4341,141.84592074074067,0
2008-06-01,CRUDEOIL,Refinery Intake,Canada,KBD,1522.9387,2742.848378518519,0
2008-06-01,CRUDEOIL,Refinery Intake,China,KBD,6562.868,3885.5735511111097,0.003703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Colombia,KBD,306.1667,510.38967817460315,0.30158730158730157
2008-06-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2008-06-01,CRUDEOIL,Refinery Intake,Denmark,KBD,174.0177,206.5252251851851,0
2008-06-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,147,405.30069888888886,0.2
2008-06-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,538.45,640.8046481481479,0
2008-06-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2008-06-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2008-06-01,CRUDEOIL,Refinery Intake,Germany,KBD,2109.36,50.989772222222214,0
2008-06-01,CRUDEOIL,Refinery Intake,India,KBD,3354.3327,693.343351851852,0
2008-06-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,927,778.3844166666664,0.05925925925925926
2008-06-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1707,2631.8074074074075,0.2851851851851852
2008-06-01,CRUDEOIL,Refinery Intake,Iraq,KBD,487,2649.4814814814813,0.23703703703703705
2008-06-01,CRUDEOIL,Refinery Intake,Italy,KBD,1722.976,93.82086444444445,0
2008-06-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2008-06-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,925,2551.574074074074,0.007407407407407408
2008-06-01,CRUDEOIL,Refinery Intake,Libya,KBD,329,748.3518518518518,0.4703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,490.2,620.0096488888886,0.007407407407407408
2008-06-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1110.38,2463.849507407407,0.003703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1069.1933,23.969244444444463,0
2008-06-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,104.5677,31.00972703703705,0.003703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,172,1964.2296296296297,0.022222222222222223
2008-06-01,CRUDEOIL,Refinery Intake,Norway,KBD,302.8457,1982.4869892592571,0
2008-06-01,CRUDEOIL,Refinery Intake,Oman,KBD,216.968,427.4122914814816,0.5148148148148148
2008-06-01,CRUDEOIL,Refinery Intake,Peru,KBD,158.7667,77.72872962962965,0.022222222222222223
2008-06-01,CRUDEOIL,Refinery Intake,Qatar,KBD,149,537.6407407407407,0.24444444444444444
2008-06-01,CRUDEOIL,Refinery Intake,Romania,KBD,268.9292,78.7687892193308,0.05204460966542751
2008-06-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,4904.6667,9229.07361148148,0.05555555555555555
2008-06-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1880,9310.866666666667,0
2008-06-01,CRUDEOIL,Refinery Intake,Thailand,KBD,873.6597,204.90988185185188,0.003703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,154.0333,69.85351150793649,0.27380952380952384
2008-06-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2008-06-01,CRUDEOIL,Refinery Intake,Turkey,KBD,495.88,51.79021000000004,0
2008-06-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,209,2022.7777777777778,0.24444444444444444
2008-06-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1663.0727,1153.0868562962964,0
2008-06-01,CRUDEOIL,Refinery Intake,United States of America,KBD,15417.4,8064.267922962964,0
2008-06-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,0,2237.5148148148146,0
2008-06-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2008-06-01,CRUDEOIL,Refinery Intake,Yemen,KBD,80.01,124.34576777777771,0.6555555555555556
2008-07-01,CRUDEOIL,Refinery Intake,Algeria,KBD,512,1105.1333333333334,0.025925925925925925
2008-07-01,CRUDEOIL,Refinery Intake,Angola,KBD,41,1368.6431974074076,0.06666666666666667
2008-07-01,CRUDEOIL,Refinery Intake,Argentina,KBD,544.1613,517.8350420634922,0.11507936507936507
