date,category,subcategory,country,unit,value,mean_production,pct_zero
2002-02-01,CRUDEOIL,Refinery Intake,Australia,KBD,707.7771,382.3284140740741,0
2002-02-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,123.1843,674.9994837037043,0.003703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2002-02-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,32.8929,32.78750476190476,0.2976190476190476
2002-02-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1651.3214,2176.120018650794,0
2002-02-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,13.0288,141.84592074074067,0
2002-02-01,CRUDEOIL,Refinery Intake,Canada,KBD,1561.325,2742.848378518519,0
2002-02-01,CRUDEOIL,Refinery Intake,China,KBD,4214.2286,3885.5735511111097,0.003703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Colombia,KBD,288.2143,510.38967817460315,0.30158730158730157
2002-02-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2002-02-01,CRUDEOIL,Refinery Intake,Denmark,KBD,167.455,206.5252251851851,0
2002-02-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,167.5357,405.30069888888886,0.2
2002-02-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,522.72,640.8046481481479,0
2002-02-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2002-02-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2002-02-01,CRUDEOIL,Refinery Intake,Germany,KBD,2234.65,50.989772222222214,0
2002-02-01,CRUDEOIL,Refinery Intake,India,KBD,2239.4271,693.343351851852,0
2002-02-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,0,778.3844166666664,0.05925925925925926
2002-02-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1355,2631.8074074074075,0.2851851851851852
2002-02-01,CRUDEOIL,Refinery Intake,Iraq,KBD,0,2649.4814814814813,0.23703703703703705
2002-02-01,CRUDEOIL,Refinery Intake,Italy,KBD,1772.7086,93.82086444444445,0
2002-02-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2002-02-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,620,2551.574074074074,0.007407407407407408
2002-02-01,CRUDEOIL,Refinery Intake,Libya,KBD,310,748.3518518518518,0.4703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,0,620.0096488888886,0.007407407407407408
2002-02-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1159.35,2463.849507407407,0.003703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1076.3586,23.969244444444463,0
2002-02-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,93.9575,31.00972703703705,0.003703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,385,1964.2296296296297,0.022222222222222223
2002-02-01,CRUDEOIL,Refinery Intake,Norway,KBD,280.0725,1982.4869892592571,0
2002-02-01,CRUDEOIL,Refinery Intake,Oman,KBD,82.9861,427.4122914814816,0.5148148148148148
2002-02-01,CRUDEOIL,Refinery Intake,Peru,KBD,150.3929,77.72872962962965,0.022222222222222223
2002-02-01,CRUDEOIL,Refinery Intake,Qatar,KBD,111,537.6407407407407,0.24444444444444444
2002-02-01,CRUDEOIL,Refinery Intake,Romania,KBD,0,78.7687892193308,0.05204460966542751
2002-02-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,3783.0857,9229.07361148148,0.05555555555555555
2002-02-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1553,9310.866666666667,0
2002-02-01,CRUDEOIL,Refinery Intake,Thailand,KBD,837.045,204.90988185185188,0.003703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,151.5714,69.85351150793649,0.27380952380952384
2002-02-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2002-02-01,CRUDEOIL,Refinery Intake,Turkey,KBD,518.7,51.79021000000004,0
2002-02-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,218,2022.7777777777778,0.24444444444444444
2002-02-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1680.6121,1153.0868562962964,0
2002-02-01,CRUDEOIL,Refinery Intake,United States of America,KBD,14306.1071,8064.267922962964,0
2002-02-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,0,2237.5148148148146,0
2002-02-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2002-02-01,CRUDEOIL,Refinery Intake,Yemen,KBD,0,124.34576777777771,0.6555555555555556
2002-03-01,CRUDEOIL,Refinery Intake,Algeria,KBD,365,1105.1333333333334,0.025925925925925925
2002-03-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2002-03-01,CRUDEOIL,Refinery Intake,Argentina,KBD,485.9032,517.8350420634922,0.11507936507936507
2002-03-01,CRUDEOIL,Refinery Intake,Australia,KBD,698.8384,382.3284140740741,0
2002-03-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,112.4519,674.9994837037043,0.003703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2002-03-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,32.5161,32.78750476190476,0.2976190476190476
2002-03-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1696.1935,2176.120018650794,0
2002-03-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,12.7823,141.84592074074067,0
2002-03-01,CRUDEOIL,Refinery Intake,Canada,KBD,1521.5568,2742.848378518519,0
2002-03-01,CRUDEOIL,Refinery Intake,China,KBD,4199.791,3885.5735511111097,0.003703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Colombia,KBD,264.1935,510.38967817460315,0.30158730158730157
2002-03-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2002-03-01,CRUDEOIL,Refinery Intake,Denmark,KBD,165.5048,206.5252251851851,0
2002-03-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,150.8065,405.30069888888886,0.2
2002-03-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,501.6426,640.8046481481479,0
2002-03-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2002-03-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2002-03-01,CRUDEOIL,Refinery Intake,Germany,KBD,2250.5148,50.989772222222214,0
2002-03-01,CRUDEOIL,Refinery Intake,India,KBD,2182.9465,693.343351851852,0
2002-03-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,0,778.3844166666664,0.05925925925925926
2002-03-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1341,2631.8074074074075,0.2851851851851852
2002-03-01,CRUDEOIL,Refinery Intake,Iraq,KBD,0,2649.4814814814813,0.23703703703703705
2002-03-01,CRUDEOIL,Refinery Intake,Italy,KBD,1520.9084,93.82086444444445,0
2002-03-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2002-03-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,641,2551.574074074074,0.007407407407407408
2002-03-01,CRUDEOIL,Refinery Intake,Libya,KBD,300,748.3518518518518,0.4703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,0,620.0096488888886,0.007407407407407408
2002-03-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1156.5523,2463.849507407407,0.003703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,1101,23.969244444444463,0
2002-03-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,99.2152,31.00972703703705,0.003703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,347,1964.2296296296297,0.022222222222222223
2002-03-01,CRUDEOIL,Refinery Intake,Norway,KBD,265.5326,1982.4869892592571,0
2002-03-01,CRUDEOIL,Refinery Intake,Oman,KBD,80.1571,427.4122914814816,0.5148148148148148
2002-03-01,CRUDEOIL,Refinery Intake,Peru,KBD,148.4516,77.72872962962965,0.022222222222222223
2002-03-01,CRUDEOIL,Refinery Intake,Qatar,KBD,110,537.6407407407407,0.24444444444444444
2002-03-01,CRUDEOIL,Refinery Intake,Romania,KBD,0,78.7687892193308,0.05204460966542751
2002-03-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,3678.5,9229.07361148148,0.05555555555555555
2002-03-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1532,9310.866666666667,0
2002-03-01,CRUDEOIL,Refinery Intake,Thailand,KBD,711.1095,204.90988185185188,0.003703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,158.129,69.85351150793649,0.27380952380952384
2002-03-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2002-03-01,CRUDEOIL,Refinery Intake,Turkey,KBD,502.4081,51.79021000000004,0
2002-03-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,211,2022.7777777777778,0.24444444444444444
2002-03-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1624.9916,1153.0868562962964,0
2002-03-01,CRUDEOIL,Refinery Intake,United States of America,KBD,14525.7419,8064.267922962964,0
2002-03-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,0,2237.5148148148146,0
2002-03-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2002-03-01,CRUDEOIL,Refinery Intake,Yemen,KBD,0,124.34576777777771,0.6555555555555556
2002-04-01,CRUDEOIL,Refinery Intake,Algeria,KBD,282,1105.1333333333334,0.025925925925925925
2002-04-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2002-04-01,CRUDEOIL,Refinery Intake,Argentina,KBD,505.9,517.8350420634922,0.11507936507936507
2002-04-01,CRUDEOIL,Refinery Intake,Australia,KBD,675.1333,382.3284140740741,0
2002-04-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,116.6917,674.9994837037043,0.003703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2002-04-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,33.1667,32.78750476190476,0.2976190476190476
2002-04-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1634.7333,2176.120018650794,0
2002-04-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,12.7885,141.84592074074067,0
2002-04-01,CRUDEOIL,Refinery Intake,Canada,KBD,1398.7547,2742.848378518519,0
2002-04-01,CRUDEOIL,Refinery Intake,China,KBD,4632.584,3885.5735511111097,0.003703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Colombia,KBD,312.9,510.38967817460315,0.30158730158730157
2002-04-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2002-04-01,CRUDEOIL,Refinery Intake,Denmark,KBD,147.3033,206.5252251851851,0
2002-04-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,144.5,405.30069888888886,0.2
2002-04-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,534.82,640.8046481481479,0
2002-04-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2002-04-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2002-04-01,CRUDEOIL,Refinery Intake,Germany,KBD,2191.3907,50.989772222222214,0
2002-04-01,CRUDEOIL,Refinery Intake,India,KBD,2114.6987,693.343351851852,0
2002-04-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,0,778.3844166666664,0.05925925925925926
2002-04-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1350,2631.8074074074075,0.2851851851851852
2002-04-01,CRUDEOIL,Refinery Intake,Iraq,KBD,0,2649.4814814814813,0.23703703703703705
2002-04-01,CRUDEOIL,Refinery Intake,Italy,KBD,1685.1947,93.82086444444445,0
2002-04-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2002-04-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,663,2551.574074074074,0.007407407407407408
2002-04-01,CRUDEOIL,Refinery Intake,Libya,KBD,310,748.3518518518518,0.4703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,0,620.0096488888886,0.007407407407407408
2002-04-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1198.88,2463.849507407407,0.003703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,879.332,23.969244444444463,0
2002-04-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,108.6583,31.00972703703705,0.003703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,397,1964.2296296296297,0.022222222222222223
2002-04-01,CRUDEOIL,Refinery Intake,Norway,KBD,253.6613,1982.4869892592571,0
2002-04-01,CRUDEOIL,Refinery Intake,Oman,KBD,78.9197,427.4122914814816,0.5148148148148148
2002-04-01,CRUDEOIL,Refinery Intake,Peru,KBD,146.7,77.72872962962965,0.022222222222222223
2002-04-01,CRUDEOIL,Refinery Intake,Qatar,KBD,129,537.6407407407407,0.24444444444444444
2002-04-01,CRUDEOIL,Refinery Intake,Romania,KBD,0,78.7687892193308,0.05204460966542751
2002-04-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,3604.44,9229.07361148148,0.05555555555555555
2002-04-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1319,9310.866666666667,0
2002-04-01,CRUDEOIL,Refinery Intake,Thailand,KBD,835.8759,204.90988185185188,0.003703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,148.5,69.85351150793649,0.27380952380952384
2002-04-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2002-04-01,CRUDEOIL,Refinery Intake,Turkey,KBD,488.04,51.79021000000004,0
2002-04-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,201,2022.7777777777778,0.24444444444444444
2002-04-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1634.672,1153.0868562962964,0
2002-04-01,CRUDEOIL,Refinery Intake,United States of America,KBD,15325.1667,8064.267922962964,0
2002-04-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,0,2237.5148148148146,0
2002-04-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2002-04-01,CRUDEOIL,Refinery Intake,Yemen,KBD,0,124.34576777777771,0.6555555555555556
2002-05-01,CRUDEOIL,Refinery Intake,Algeria,KBD,305,1105.1333333333334,0.025925925925925925
2002-05-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2002-05-01,CRUDEOIL,Refinery Intake,Argentina,KBD,502.3871,517.8350420634922,0.11507936507936507
2002-05-01,CRUDEOIL,Refinery Intake,Australia,KBD,709.1413,382.3284140740741,0
2002-05-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,155.2455,674.9994837037043,0.003703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2002-05-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,35.1935,32.78750476190476,0.2976190476190476
2002-05-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1558.129,2176.120018650794,0
2002-05-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,11.7677,141.84592074074067,0
2002-05-01,CRUDEOIL,Refinery Intake,Canada,KBD,1505.9523,2742.848378518519,0
2002-05-01,CRUDEOIL,Refinery Intake,China,KBD,4563.6658,3885.5735511111097,0.003703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Colombia,KBD,310.4839,510.38967817460315,0.30158730158730157
2002-05-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2002-05-01,CRUDEOIL,Refinery Intake,Denmark,KBD,156.5652,206.5252251851851,0
2002-05-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,151.5806,405.30069888888886,0.2
2002-05-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,533.0245,640.8046481481479,0
2002-05-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2002-05-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2002-05-01,CRUDEOIL,Refinery Intake,Germany,KBD,2072.6839,50.989772222222214,0
2002-05-01,CRUDEOIL,Refinery Intake,India,KBD,2307.0477,693.343351851852,0
2002-05-01,CRUDEOIL,Refinery Intake,Indonesia,KBD,0,778.3844166666664,0.05925925925925926
2002-05-01,CRUDEOIL,Refinery Intake,Iran (Islamic Rep.),KBD,1332,2631.8074074074075,0.2851851851851852
2002-05-01,CRUDEOIL,Refinery Intake,Iraq,KBD,0,2649.4814814814813,0.23703703703703705
2002-05-01,CRUDEOIL,Refinery Intake,Italy,KBD,1423.0916,93.82086444444445,0
2002-05-01,CRUDEOIL,Refinery Intake,Kazakhstan,KBD,0,1100.5816322222215,0.15185185185185185
2002-05-01,CRUDEOIL,Refinery Intake,Kuwait,KBD,657,2551.574074074074,0.007407407407407408
2002-05-01,CRUDEOIL,Refinery Intake,Libya,KBD,316,748.3518518518518,0.4703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Malaysia,KBD,0,620.0096488888886,0.007407407407407408
2002-05-01,CRUDEOIL,Refinery Intake,Mexico,KBD,1219.5871,2463.849507407407,0.003703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Netherlands,KBD,889.7974,23.969244444444463,0
2002-05-01,CRUDEOIL,Refinery Intake,New Zealand,KBD,105.1532,31.00972703703705,0.003703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Nigeria,KBD,178,1964.2296296296297,0.022222222222222223
2002-05-01,CRUDEOIL,Refinery Intake,Norway,KBD,267.4655,1982.4869892592571,0
2002-05-01,CRUDEOIL,Refinery Intake,Oman,KBD,84.1768,427.4122914814816,0.5148148148148148
2002-05-01,CRUDEOIL,Refinery Intake,Peru,KBD,159.5806,77.72872962962965,0.022222222222222223
2002-05-01,CRUDEOIL,Refinery Intake,Qatar,KBD,101,537.6407407407407,0.24444444444444444
2002-05-01,CRUDEOIL,Refinery Intake,Romania,KBD,0,78.7687892193308,0.05204460966542751
2002-05-01,CRUDEOIL,Refinery Intake,Russian Federation,KBD,3536.1065,9229.07361148148,0.05555555555555555
2002-05-01,CRUDEOIL,Refinery Intake,Saudi Arabia,KBD,1438,9310.866666666667,0
2002-05-01,CRUDEOIL,Refinery Intake,Thailand,KBD,844.2926,204.90988185185188,0.003703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Trinidad/Tobago,KBD,157.4516,69.85351150793649,0.27380952380952384
2002-05-01,CRUDEOIL,Refinery Intake,Tunisia,KBD,0,33.85771111111112,0.3333333333333333
2002-05-01,CRUDEOIL,Refinery Intake,Turkey,KBD,499.8,51.79021000000004,0
2002-05-01,CRUDEOIL,Refinery Intake,United Arab Emirates,KBD,212,2022.7777777777778,0.24444444444444444
2002-05-01,CRUDEOIL,Refinery Intake,United Kingdom,KBD,1552.9968,1153.0868562962964,0
2002-05-01,CRUDEOIL,Refinery Intake,United States of America,KBD,15300.6452,8064.267922962964,0
2002-05-01,CRUDEOIL,Refinery Intake,Venezuela,KBD,0,2237.5148148148146,0
2002-05-01,CRUDEOIL,Refinery Intake,Vietnam,KBD,0,138.6790266666667,0.5703703703703704
2002-05-01,CRUDEOIL,Refinery Intake,Yemen,KBD,0,124.34576777777771,0.6555555555555556
2002-06-01,CRUDEOIL,Refinery Intake,Algeria,KBD,216,1105.1333333333334,0.025925925925925925
2002-06-01,CRUDEOIL,Refinery Intake,Angola,KBD,0,1368.6431974074076,0.06666666666666667
2002-06-01,CRUDEOIL,Refinery Intake,Argentina,KBD,495.6333,517.8350420634922,0.11507936507936507
2002-06-01,CRUDEOIL,Refinery Intake,Australia,KBD,678.2493,382.3284140740741,0
2002-06-01,CRUDEOIL,Refinery Intake,Azerbaijan,KBD,160.1747,674.9994837037043,0.003703703703703704
2002-06-01,CRUDEOIL,Refinery Intake,Bahrain,KBD,0,132.8919662962963,0.08888888888888889
2002-06-01,CRUDEOIL,Refinery Intake,Bolivia,KBD,32.5333,32.78750476190476,0.2976190476190476
2002-06-01,CRUDEOIL,Refinery Intake,Brazil,KBD,1542.9333,2176.120018650794,0
2002-06-01,CRUDEOIL,Refinery Intake,Brunei Darussalam,KBD,14.4668,141.84592074074067,0
2002-06-01,CRUDEOIL,Refinery Intake,Canada,KBD,1549.6527,2742.848378518519,0
2002-06-01,CRUDEOIL,Refinery Intake,China,KBD,4379.556,3885.5735511111097,0.003703703703703704
2002-06-01,CRUDEOIL,Refinery Intake,Colombia,KBD,253.0333,510.38967817460315,0.30158730158730157
2002-06-01,CRUDEOIL,Refinery Intake,Cuba,KBD,0,31.995100793650774,0.47619047619047616
2002-06-01,CRUDEOIL,Refinery Intake,Denmark,KBD,162.2833,206.5252251851851,0
2002-06-01,CRUDEOIL,Refinery Intake,Ecuador,KBD,165.2333,405.30069888888886,0.2
2002-06-01,CRUDEOIL,Refinery Intake,Egypt (Arab Rep.),KBD,514.976,640.8046481481479,0
2002-06-01,CRUDEOIL,Refinery Intake,Equatorial Guinea,KBD,0,20.192592592592593,0.7777777777777778
2002-06-01,CRUDEOIL,Refinery Intake,Gabon,KBD,0,58.94814814814815,0.7222222222222222
2002-06-01,CRUDEOIL,Refinery Intake,Germany,KBD,2135.7893,50.989772222222214,0
2002-06-01,CRUDEOIL,Refinery Intake,India,KBD,2299.1943,693.343351851852,0
